Symbol,Name,Market Cap,Country,IPO Year,Sector,Industry
GWH,ESS Tech Inc. Common Stock,253145177.0,United States,,Miscellaneous,Industrial Machinery/Components
GWRE,Guidewire Software Inc. Common Stock,7327221578.0,United States,2012.0,Technology,Computer Software: Prepackaged Software
GWRS,Global Water Resources Inc. Common Stock,232036963.0,United States,2016.0,Utilities,Water Supply
GWW,W.W. Grainger Inc. Common Stock,35553877870.0,United States,,Industrials,Office Equipment/Supplies/Services
GXO,GXO Logistics Inc. Common Stock ,6151361179.0,United States,2021.0,Consumer Discretionary,Transportation Services
GYRO,Gyrodyne LLC Common Stock,13433081.0,United States,,Real Estate,Building operators
H,Hyatt Hotels Corporation Class A Common Stock,11083138968.0,United States,2009.0,Consumer Discretionary,Hotels/Resorts
HA,Hawaiian Holdings Inc. Common Stock,229247434.0,United States,,Consumer Discretionary,Air Freight/Delivery Services
HAE,Haemonetics Corporation Common Stock,4616314270.0,United States,1991.0,Health Care,Medical/Dental Instruments
HAFC,Hanmi Financial Corporation Common Stock,478798399.0,United States,,Finance,Major Banks
HAIA,Healthcare AI Acquisition Corp. Class A Ordinary Shares,0.0,Cayman Islands,2022.0,Finance,Blank Checks
HAIAW,Healthcare AI Acquisition Corp. Warrants,0.0,Cayman Islands,2022.0,Finance,Blank Checks
HAIN,Hain Celestial Group Inc. (The) Common Stock,975712127.0,United States,,Consumer Staples,Packaged Foods
HAL,Halliburton Company Common Stock,38942995819.0,United States,,Energy,Oilfield Services/Equipment
HALL,Hallmark Financial Services Inc. Common Stock,3655149.0,United States,,Finance,Property-Casualty Insurers
HALO,Halozyme Therapeutics Inc. Common Stock,4671977965.0,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HARP,Harpoon Therapeutics Inc. Common Stock,24270959.0,United States,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
HAS,Hasbro Inc. Common Stock,7908229818.0,United States,,Consumer Discretionary,Recreational Games/Products/Toys
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock,1909333483.0,United States,2013.0,Real Estate,Real Estate Investment Trusts
HAYN,Haynes International Inc. Common Stock,545304622.0,United States,2007.0,Industrials,Steel/Iron Ore
HAYW,Hayward Holdings Inc. Common Stock,2711925252.0,United States,2021.0,Technology,Electronic Components
HBAN,Huntington Bancshares Incorporated Common Stock,14732203766.0,United States,,Finance,Major Banks
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,,United States,,Finance,Major Banks
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,26887176799.0,United States,,Finance,Major Banks
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,20559930563.0,United States,,Finance,Major Banks
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,164049162.0,,2017.0,Consumer Discretionary,Home Furnishings
HBCP,Home Bancorp Inc. Common Stock,274387382.0,United States,2008.0,Finance,Banks
HBI,Hanesbrands Inc. Common Stock,1555246053.0,United States,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
HBIO,Harvard Bioscience Inc. Common Stock,179717516.0,United States,2000.0,Industrials,Biotechnology: Laboratory Analytical Instruments
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),1566663745.0,Canada,,Basic Materials,Metal Mining
HBNC,Horizon Bancorp Inc. Common Stock,460064213.0,United States,,Finance,Major Banks
HBT,HBT Financial Inc. Common Stock,573550710.0,United States,2019.0,Finance,Major Banks
HCA,HCA Healthcare Inc. Common Stock,66340593080.0,United States,2011.0,Health Care,Hospital/Nursing Management
HCAT,Health Catalyst Inc Common Stock,469379133.0,United States,2019.0,Technology,Computer Software: Programming Data Processing
HCC,Warrior Met Coal Inc. Common Stock,2514555631.0,United States,2017.0,Energy,Coal Mining
HCDI,Harbor Custom Development Inc. Common Stock,2841773.0,United States,2020.0,Real Estate,Building operators
HCDIP,Harbor Custom Development Inc. 8.0% Series A Cumulative Convertible Preferred Stock no par value,9317288.0,United States,,Consumer Discretionary,Homebuilding
HCDIZ,Harbor Custom Development Inc. Warrant,5590.0,United States,,Consumer Discretionary,Homebuilding
HCI,HCI Group Inc. Common Stock,492952689.0,United States,,Finance,Property-Casualty Insurers
HCKT,Hackett Group Inc (The). Common Stock,621628492.0,United States,,Technology,Retail: Computer Software & Peripheral Equipment
HCM,HUTCHMED (China) Limited American Depositary Shares,2955802112.0,Hong Kong,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
HCMAW,HCM Acquisition Corp Warrant,0.0,United States,2022.0,Finance,Blank Checks
HCP,HashiCorp Inc. Class A Common Stock,4063887030.0,United States,2021.0,Technology,EDP Services
HCSG,Healthcare Services Group Inc. Common Stock,751224375.0,United States,1983.0,Health Care,Assisted Living Services
HCTI,Healthcare Triangle Inc. Common Stock,16683666.0,United States,2021.0,Technology,Retail: Computer Software & Peripheral Equipment
HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock,0.0,United States,2021.0,Finance,Blank Checks
HCVIU,Hennessy Capital Investment Corp. VI Unit,0.0,United States,2021.0,Finance,Blank Checks
HCVIW,Hennessy Capital Investment Corp. VI Warrant,0.0,United States,2021.0,Finance,Blank Checks
HCWB,HCW Biologics Inc. Common Stock,65645305.0,United States,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,3402489954.0,United States,2018.0,Finance,Investment Managers
HD,Home Depot Inc. (The) Common Stock,288169012713.0,United States,,Consumer Discretionary,RETAIL: Building Materials
HDB,HDFC Bank Limited Common Stock,105328308290.0,India,2001.0,Finance,Commercial Banks
HDSN,Hudson Technologies Inc. Common Stock,619869886.0,United States,,Consumer Discretionary,Industrial Specialties
HE,Hawaiian Electric Industries Inc. Common Stock,1378913915.0,United States,,Utilities,Electric Utilities: Central
HEAR,Turtle Beach Corporation Common Stock,145744053.0,United States,,Telecommunications,Telecommunications Equipment
HEES,H&E Equipment Services Inc. Common Stock,1573360956.0,United States,2006.0,Industrials,Misc Corporate Leasing Services
HEI,Heico Corporation Common Stock,22513502938.0,United States,2000.0,Industrials,Aerospace
HEI/A,Heico Corporation,,United States,,,
HELE,Helen of Troy Limited Common Stock,2486340466.0,Bermuda,,Consumer Discretionary,Other Consumer Services
HEP,Holly Energy Partners L.P. Common Stock,4065224689.0,United States,2004.0,Energy,Oil & Gas Production
HEPA,Hepion Pharmaceuticals Inc. Common Stock,16505027.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
HEPS,D-Market Electronic Services & Trading American Depositary Shares,396087922.0,Turkey,2021.0,Consumer Discretionary,Catalog/Specialty Distribution
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,0.0,United States,2011.0,Finance,Investment Managers
HES,Hess Corporation Common Stock,51107238000.0,United States,,Energy,Integrated oil Companies
HESM,Hess Midstream LP Class A Share,1764319038.0,United States,2017.0,Energy,Oil & Gas Production
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,40357561.0,United States,2010.0,Finance,Savings Institutions
HFFG,HF Foods Group Inc. Common Stock,214959318.0,United States,2017.0,Consumer Discretionary,Food Distributors
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,0.0,United States,2017.0,Finance,Finance/Investors Services
HFRO^A,Highland Opportunities and Income Fund 5.375% Series A Cumulative Preferred Shares,,United States,,,
HFWA,Heritage Financial Corporation Common Stock,615264129.0,United States,,Finance,Banks
HGBL,Heritage Global Inc. Common Stock,115149968.0,United States,,Finance,Investment Bankers/Brokers/Service
HGLB,Highland Global Allocation Fund Common Stock,0.0,,2019.0,Finance,Trusts Except Educational Religious and Charitable
HGTY,Hagerty Inc. Class A Common Stock,2764626881.0,United States,2021.0,Finance,Specialty Insurers
HGV,Hilton Grand Vacations Inc. Common Stock ,4167471483.0,United States,2016.0,Consumer Discretionary,Hotels/Resorts
HHGC,HHG Capital Corporation Ordinary Shares,0.0,Hong Kong,2021.0,Finance,Blank Checks
HHGCR,HHG Capital Corporation Rights,0.0,Hong Kong,2021.0,Finance,Blank Checks
HHGCW,HHG Capital Corporation Warrant,0.0,Hong Kong,2021.0,Finance,Blank Checks
HHH,Howard Hughes Holdings Inc. Common Stock,3378937890.0,United States,,Real Estate,Real Estate Investment Trusts
HHLA,HH&L Acquisition Co. Class A Ordinary Shares,0.0,,2021.0,Health Care,Medical Specialities
HHRS,Hammerhead Energy Inc. Class A Common Stock,,Canada,,Finance,Blank Checks
HHS,Harte-Hanks Inc. Common Stock,41101988.0,United States,,Consumer Discretionary,Advertising
HI,Hillenbrand Inc Common Stock,2729842459.0,United States,,Consumer Discretionary,Miscellaneous manufacturing industries
HIBB,Hibbett Inc. Common Stock,596048187.0,United States,1996.0,Consumer Discretionary,Food Distributors
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,0.0,United States,2014.0,Finance,Trusts Except Educational Religious and Charitable
HIFS,Hingham Institution for Savings Common Stock,329432634.0,United States,,Finance,Major Banks
HIG,Hartford Financial Services Group Inc. (The) Common Stock,22179346014.0,United States,,Finance,Property-Casualty Insurers
HIG^G,Hartford Financial Services Group Inc. (The) Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series G $0.01 par value,,United States,,,
HIHO,Highway Holdings Limited Common Stock,8120400.0,Hong Kong,,Industrials,Industrial Machinery/Components
HII,Huntington Ingalls Industries Inc. Common Stock,8901639068.0,United States,,Industrials,Metal Fabrications
HIMS,Hims & Hers Health Inc. Class A Common Stock,1269301637.0,United States,2019.0,Health Care,Medical/Nursing Services
HIMX,Himax Technologies Inc. American Depositary Shares,998534606.0,Taiwan,2006.0,Technology,Semiconductors
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,0.0,United States,,Finance,Finance/Investors Services
HIPO,Hippo Holdings Inc. Common Stock,184589831.0,United States,2021.0,Finance,Property-Casualty Insurers
HITI,High Tide Inc. Common Shares,117510873.0,Canada,,,
HIVE,HIVE Digital Technologies Ltd. Common Shares,251553488.0,Canada,,,
HIW,Highwoods Properties Inc. Common Stock,2026330090.0,United States,1994.0,Real Estate,Real Estate Investment Trusts
HIX,Western Asset High Income Fund II Inc. Common Stock,0.0,United States,1998.0,Finance,Finance/Investors Services
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),1047206097.0,,2022.0,Finance,Finance: Consumer Services
HKIT,Hitek Global Inc. Ordinary Share,25821578.0,China,2023.0,Technology,Computer Software: Prepackaged Software
HL,Hecla Mining Company Common Stock,2611346284.0,United States,,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HL^B,Hecla Mining Company Preferred Stock,,United States,,,
HLF,Herbalife Ltd. Common Shares,1461224458.0,Cayman Islands,2004.0,Health Care,Other Pharmaceuticals
HLGN,Heliogen Inc. Common Stock,12950410.0,,2021.0,Utilities,Electric Utilities: Central
HLI,Houlihan Lokey Inc. Class A Common Stock,7216866367.0,United States,2015.0,Finance,Investment Managers
HLIO,Helios Technologies Inc. Common Stock,1721117717.0,United States,2021.0,Industrials,Metal Fabrications
HLIT,Harmonic Inc. Common Stock,1216515822.0,United States,1995.0,Technology,Radio And Television Broadcasting And Communications Equipment
HLLY,Holley Inc. Common Stock,521303576.0,United States,2020.0,Consumer Discretionary,Auto Parts:O.E.M.
HLMN,Hillman Solutions Corp. Common Stock,1408363541.0,United States,2020.0,Consumer Discretionary,Industrial Machinery/Components
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),75815852540.0,,2022.0,Consumer Discretionary,Package Goods/Cosmetics
HLNE,Hamilton Lane Incorporated Class A Common Stock,4440260803.0,United States,2017.0,Finance,Investment Managers
HLP,Hongli Group Inc. Ordinary Shares,18000000.0,China,2023.0,Industrials,Industrial Machinery/Components
HLT,Hilton Worldwide Holdings Inc. Common Stock ,39708219861.0,United States,2016.0,Consumer Discretionary,Hotels/Resorts
HLTH,Cue Health Inc. Common Stock,61696177.0,United States,2021.0,Technology,Computer Software: Prepackaged Software
HLVX,HilleVax Inc. Common Stock,419621162.0,United States,2022.0,Health Care,Biotechnology: Pharmaceutical Preparations
HLX,Helix Energy Solutions Group Inc. Common Stock,1607717513.0,United States,,Energy,Oilfield Services/Equipment
HMC,Honda Motor Company Ltd. Common Stock,59650338200.0,Japan,,Consumer Discretionary,Auto Manufacturing
HMN,Horace Mann Educators Corporation Common Stock,1291841854.0,United States,1991.0,Finance,Property-Casualty Insurers
HMNF,HMN Financial Inc. Common Stock,83105944.0,United States,,Finance,Savings Institutions
HMST,HomeStreet Inc. Common Stock,108817434.0,United States,2012.0,Finance,Major Banks
HMY,Harmony Gold Mining Company Limited,2959323370.0,South Africa,,Basic Materials,Precious Metals
HNI,HNI Corporation Common Stock,1628974626.0,United States,,Consumer Discretionary,Office Equipment/Supplies/Services
HNNA,Hennessy Advisors Inc. Common Stock,50154003.0,United States,,Finance,Investment Managers
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,0.0,United States,,Finance,Investment Managers
HNRA,HNR Acquisition Corp Common Stock,0.0,,2022.0,Energy,Oil & Gas Production
HNRG,Hallador Energy Company Common Stock,507473160.0,United States,,Energy,Coal Mining
HNST,The Honest Company Inc. Common Stock,118722496.0,United States,2021.0,Consumer Discretionary,Catalog/Specialty Distribution
HNVR,Hanover Bancorp Inc. Common Stock,131110190.0,United States,2022.0,Finance,Commercial Banks
HNW,Pioneer Diversified High Income Fund Inc.,0.0,United States,2007.0,Finance,Finance/Investors Services
HOFT,Hooker Furnishings Corporation Common Stock,191025484.0,United States,,Consumer Discretionary,Home Furnishings
HOFV,Hall of Fame Resort & Entertainment Company Common Stock,13680083.0,United States,,Consumer Discretionary,Movies/Entertainment
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,116269.0,United States,,Consumer Discretionary,Services-Misc. Amusement & Recreation
HOG,Harley-Davidson Inc. Common Stock,4259104336.0,United States,,Consumer Discretionary,Motor Vehicles
HOLI,Hollysys Automation Technologies Ltd. Common Shares (British Virgin Islands),1226793775.0,China,,Industrials,Industrial Machinery/Components
HOLO,MicroCloud Hologram Inc. Ordinary Shares,29343950.0,United States,2021.0,Technology,Computer Software: Programming Data Processing
HOLOW,MicroCloud Hologram Inc. Warrant,1849558.0,United States,2021.0,Technology,Computer Software: Programming Data Processing
HOLX,Hologic Inc. Common Stock,16626668458.0,United States,1990.0,Health Care,Medical Electronics
HOMB,Home BancShares Inc. Common Stock,4169125315.0,United States,2006.0,Finance,Major Banks
HON,Honeywell International Inc. Common Stock,122215380972.0,United States,,Industrials,Aerospace
HONE,HarborOne Bancorp Inc. Common Stock,448232953.0,United States,2016.0,Finance,Major Banks
HOOD,Robinhood Markets Inc. Class A Common Stock,8250060812.0,United States,2021.0,Technology,Computer Software: Prepackaged Software
HOOK,HOOKIPA Pharma Inc. Common Stock,41975054.0,United States,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
HOPE,Hope Bancorp Inc. Common Stock,1098166731.0,United States,,Finance,Major Banks
HOTH,Hoth Therapeutics Inc. Common Stock,4523234.0,United States,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
HOUR,Hour Loop Inc. Common Stock,52956872.0,United States,2022.0,Consumer Discretionary,Catalog/Specialty Distribution
HOUS,Anywhere Real Estate Inc. Common Stock,493315217.0,United States,2012.0,Finance,Real Estate
HOV,Hovnanian Enterprises Inc. Class A Common Stock,437846768.0,United States,1983.0,Consumer Discretionary,Homebuilding
HOVNP,Hovnanian Enterprises Inc Dep Shr Srs A Pfd,104951578.0,United States,,Consumer Discretionary,Homebuilding
HOWL,Werewolf Therapeutics Inc. Common Stock,77734549.0,United States,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
HP,Helmerich & Payne Inc. Common Stock,4155531654.0,United States,,Energy,Oil & Gas Production
HPCO,Hempacco Co. Inc. Common Stock,10260430.0,United States,2022.0,Health Care, Medicinal Chemicals and Botanical Products 
HPE,Hewlett Packard Enterprise Company Common Stock,21282725688.0,United States,2015.0,Technology,Retail: Computer Software & Peripheral Equipment
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,0.0,United States,2002.0,Finance,Finance Companies
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,0.0,United States,2002.0,Finance,Trusts Except Educational Religious and Charitable
HPK,HighPeak Energy Inc. Common Stock,2296436731.0,United States,,Energy,Oil & Gas Production
HPKEW,HighPeak Energy Inc. Warrant,1347601901.0,United States,,Energy,Oil & Gas Production
HPP,Hudson Pacific Properties Inc. Common Stock,750253669.0,United States,2010.0,Finance,Real Estate
HPP^C,Hudson Pacific Properties Inc. 4.750% Series C Cumulative Redeemable Preferred Stock,,United States,,,
HPQ,HP Inc. Common Stock,26352186779.0,United States,,Technology,Computer Manufacturing
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,0.0,United States,2003.0,Finance,Investment Managers
HQH,Tekla Healthcare Investors Common Stock,708972297.0,United States,1987.0,Finance,Finance Companies
HQI,HireQuest Inc. Common Stock (DE),215311000.0,United States,,Consumer Discretionary,Professional Services
HQL,TeklaLife Sciences Investors Common Stock,302634510.0,United States,1992.0,Finance,Investment Managers
HQY,HealthEquity Inc. Common Stock,6466590386.0,United States,2014.0,Consumer Discretionary,Business Services
HR,Healthcare Realty Trust Incorporated Common Stock,5621457172.0,United States,,Real Estate,Real Estate Investment Trusts
HRB,H&R Block Inc. Common Stock,6360534834.0,United States,,Consumer Discretionary,Other Consumer Services
HRI,Herc Holdings Inc. Common Stock ,3122544014.0,United States,2016.0,Industrials,Misc Corporate Leasing Services
HRL,Hormel Foods Corporation Common Stock,17361705850.0,United States,,Consumer Staples,Meat/Poultry/Fish
HRMY,Harmony Biosciences Holdings Inc. Common Stock,1312803173.0,United States,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
HROW,Harrow Inc. Common Stock,547973539.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
HROWL,Harrow Inc. 8.625% Senior Notes due 2026,833636130.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
HROWM,Harrow  Inc. 11.875% Senior Notes due 2027,890586049.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
HRT,HireRight Holdings Corporation Common Stock,703921076.0,United States,2021.0,Consumer Discretionary,Business Services
HRTG,Heritage Insurance Holdings Inc. Common Stock,135205793.0,,2014.0,Finance,Property-Casualty Insurers
HRTX,Heron Therapeutics Inc. Common Stock,93604919.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
HRYU,Hanryu Holdings Inc. Common Stock,218099473.0,South Korea,2023.0,Technology,Computer Software: Programming Data Processing
HRZN,Horizon Technology Finance Corporation Common Stock,373686870.0,United States,2010.0,Finance,Finance/Investors Services
HSAI,Hesai Group American Depositary Share each ADS represents one Class B ordinary share,1181237300.0,China,2023.0,,
HSBC,HSBC Holdings plc. Common Stock,770193230000.0,United Kingdom,,Finance,Savings Institutions
HSCS,Heart Test Laboratories Inc. Common Stock,4367300.0,United States,2022.0,Health Care,Medical Specialities
HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE),4012720.0,United States,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HSHP,Himalaya Shipping Ltd. Common Shares,199364285.0,,2023.0,,
HSIC,Henry Schein Inc. Common Stock,9010336848.0,United States,1995.0,Health Care,Medical Specialities
HSII,Heidrick & Struggles International Inc. Common Stock,491190778.0,United States,1999.0,Consumer Discretionary,Diversified Commercial Services
HSON,Hudson Global Inc. Common Stock,51495350.0,United States,,Consumer Discretionary,Professional Services
HSPO,Horizon Space Acquisition I Corp. Ordinary Shares,0.0,United States,2023.0,Finance,Blank Checks
HSPOR,Horizon Space Acquisition I Corp. Right,0.0,United States,2023.0,Finance,Blank Checks
HST,Host Hotels & Resorts Inc. Common Stock,11364329806.0,United States,,Real Estate,Real Estate Investment Trusts
HSTM,HealthStream Inc. Common Stock,687072258.0,United States,2000.0,Technology,Computer Software: Programming Data Processing
HSY,The Hershey Company Common Stock,39106529598.0,United States,,Consumer Staples,Specialty Foods
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest,396637619.0,United States,1999.0,Real Estate,Real Estate Investment Trusts
HT^C,Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,,United States,,,
HT^D,Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest $0.01 par value per share,,United States,,,
HT^E,Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,,United States,,,
HTBI,HomeTrust Bancshares Inc. Common Stock,358979466.0,United States,2012.0,Finance,Savings Institutions
HTBK,Heritage Commerce Corp Common Stock,519274818.0,United States,,Finance,Major Banks
HTCR,Heartcore Enterprises Inc. Common Stock,19175275.0,Japan,2022.0,Technology,EDP Services
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,0.0,United States,2004.0,Finance,Finance Companies
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,766475432.0,United States,2022.0,Finance,Finance/Investors Services
HTGC,Hercules Capital Inc. Common Stock,2297584483.0,United States,2012.0,Finance,Investment Managers
HTH,Hilltop Holdings Inc.,1845352757.0,United States,,Finance,Major Banks
HTHT,H World Group Limited American Depositary Shares,10585319096.0,China,2010.0,Consumer Discretionary,Hotels/Resorts
HTIA,Healthcare Trust Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,1692921590.0,United States,,Real Estate,Real Estate Investment Trusts
HTIBP,Healthcare Trust Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,1897143509.0,United States,,Real Estate,Real Estate Investment Trusts
HTLD,Heartland Express Inc. Common Stock,1163284138.0,United States,1986.0,Industrials,Trucking Freight/Courier Services
HTLF,Heartland Financial USA Inc. Common Stock,1271833228.0,United States,,Finance,Major Banks
HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,991620475.0,United States,,Finance,Major Banks
HTOO,Fusion Fuel Green PLC Class A Ordinary Shares,12350500.0,Ireland,,Utilities,Natural Gas Distribution
HTOOW,Fusion Fuel Green PLC Warrant,1105832.0,Ireland,,Utilities,Natural Gas Distribution
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,0.0,United States,,Finance,Trusts Except Educational Religious and Charitable
HTZ,Hertz Global Holdings Inc Common Stock,3350687429.0,United States,,Consumer Discretionary,Rental/Leasing Companies
HTZWW,Hertz Global Holdings Inc Warrant,1665227844.0,United States,,Consumer Discretionary,Rental/Leasing Companies
HUBB,Hubbell Inc Common Stock,15578737528.0,United States,2015.0,Technology,Industrial Machinery/Components
HUBC,Hub Cyber Security Ltd. Ordinary Shares,48368581.0,Israel,,,
HUBCW,Hub Cyber Security Ltd. Warrant 2/27/28,3433875.0,Israel,,,
HUBG,Hub Group Inc. Class A Common Stock,2455571744.0,United States,1996.0,Consumer Discretionary,Oil Refining/Marketing
HUBS,HubSpot Inc. Common Stock,22367353940.0,United States,2014.0,Technology,Computer Software: Prepackaged Software
HUDA,Hudson Acquisition I Corp. Common Stock,0.0,United States,2022.0,Finance,Blank Checks
HUDAR,Hudson Acquisition I Corp. Right,0.0,United States,2022.0,Finance,Blank Checks
HUDAU,Hudson Acquisition  I Corp. Unit,0.0,United States,2022.0,Finance,Blank Checks
HUDI,Huadi International Group Co. Ltd. Ordinary Shares,44750895.0,China,2021.0,Industrials,Steel/Iron Ore
HUGE,FSD Pharma Inc. Class B Subordinate Voting Shares,44279924.0,Canada,,Health Care,Pharmaceuticals and Biotechnology
HUIZ,Huize Holding Limited American Depositary Shares,52701814.0,China,2020.0,Finance,Specialty Insurers
HUM,Humana Inc. Common Stock,64444520209.0,United States,,Health Care,Medical Specialities
HUMA,Humacyte Inc. Common Stock,245139782.0,United States,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
HUMAW,Humacyte Inc. Warrant,56940696.0,United States,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
HUN,Huntsman Corporation Common Stock,4183270718.0,United States,2005.0,Industrials,Major Chemicals
HURC,Hurco Companies Inc. Common Stock,135898762.0,United States,,Industrials,Industrial Machinery/Components
HURN,Huron Consulting Group Inc. Common Stock,1921823977.0,United States,2004.0,Consumer Discretionary,Professional Services
HUSA,Houston American Energy Corporation Common Stock,24200107.0,United States,,Energy,Oil & Gas Production
HUT,Hut 8 Mining Corp. Common Shares,402225250.0,Canada,,,
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,708573543.0,United States,2018.0,Technology,Computer Software: Programming Data Processing
HVT,Haverty Furniture Companies Inc. Common Stock,456963285.0,United States,,Consumer Discretionary,Other Specialty Stores
HVT/A,Haverty Furniture Companies Inc.,,United States,,,
HWBK,Hawthorn Bancshares Inc. Common Stock,111925236.0,United States,,Finance,Major Banks
HWC,Hancock Whitney Corporation Common Stock,3053148975.0,United States,,Finance,Major Banks
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,1896182071.0,United States,,Finance,Major Banks
HWEL,Healthwell Acquisition Corp. I Class A Common Stock,0.0,United States,2021.0,Finance,Blank Checks
HWELU,Healthwell Acquisition Corp. I Unit,0.0,United States,2021.0,Finance,Blank Checks
HWELW,Healthwell Acquisition Corp. I Warrant,0.0,United States,2021.0,Finance,Blank Checks
HWKN,Hawkins Inc. Common Stock,1179329245.0,United States,,Consumer Discretionary,Specialty Chemicals
HWM,Howmet Aerospace Inc. Common Stock,18246387386.0,United States,,Industrials,Metal Fabrications
HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock,,United States,,,
HXL,Hexcel Corporation Common Stock,5557843126.0,United States,,Industrials,Major Chemicals
HY,Hyster-Yale Materials Handling Inc. Class A Common Stock,701348383.0,United States,,Industrials,Construction/Ag Equipment/Trucks
HYAC,Haymaker Acquisition Corp. 4 Class A Ordinary Shares,0.0,,2023.0,,
HYB,New America High Income Fund Inc. (The) Common Stock,0.0,United States,1988.0,Finance,Investment Managers
HYFM,Hydrofarm Holdings Group Inc. Common Stock,48734529.0,United States,2020.0,Industrials,Industrial Machinery/Components
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,0.0,,2010.0,Finance,Investment Managers
HYLN,Hyliion Holdings Corp. Class A Common Stock,121091456.0,United States,2019.0,Consumer Discretionary,Construction/Ag Equipment/Trucks
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,58445494.0,United States,2018.0,Basic Materials,Precious Metals
HYMCL,Hycroft Mining Holding Corporation Warrants,3998690.0,United States,,Basic Materials,Precious Metals
HYMCW,Hycroft Mining Holding Corporation  Warrant,4018885.0,United States,2018.0,Basic Materials,Precious Metals
HYPR,Hyperfine Inc. Class A Common Stock,133414825.0,United States,2021.0,Health Care,Medical Specialities
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,0.0,United States,2003.0,Finance,Finance Companies
HYW,Hywin Holdings Ltd. American Depositary Shares,203700000.0,China,2021.0,Finance,Investment Managers
HYZN,Hyzon Motors Inc. Class A Common Stock,246077270.0,United States,2020.0,Consumer Discretionary,Construction/Ag Equipment/Trucks
HYZNW,Hyzon Motors Inc. Warrants,16478607.0,United States,2020.0,Consumer Discretionary,Construction/Ag Equipment/Trucks
HZO,MarineMax Inc.  (FL) Common Stock,664983645.0,United States,1998.0,Consumer Discretionary,Auto & Home Supply Stores
IAC,IAC Inc. Common Stock,3906850095.0,United States,,Technology,Computer Software: Programming Data Processing
